id,x,y,z,grainId,colorRGB,energy
644,0,21,14,16,204 0 255,0
645,0,21,15,16,204 0 255,0
646,0,21,16,16,204 0 255,0
647,0,21,17,16,204 0 255,0
648,0,21,18,16,204 0 255,0
649,0,21,19,16,204 0 255,0
650,0,21,20,16,204 0 255,0
651,0,21,21,16,204 0 255,0
652,0,21,22,16,204 0 255,0
653,0,21,23,16,204 0 255,0
654,0,21,24,16,204 0 255,2
655,0,21,25,1,255 76 0,2
656,0,21,26,1,255 76 0,0
657,0,21,27,1,255 76 0,0
658,0,21,28,1,255 76 0,0
659,0,21,29,1,255 76 0,1
660,0,22,0,11,0 178 255,0
661,0,22,1,11,0 178 255,0
662,0,22,2,11,0 178 255,0
663,0,22,3,11,0 178 255,0
664,0,22,4,11,0 178 255,0
665,0,22,5,11,0 178 255,0
666,0,22,6,11,0 178 255,0
667,0,22,7,11,0 178 255,0
668,0,22,8,11,0 178 255,0
669,0,22,9,11,0 178 255,0
670,0,22,10,11,0 178 255,2
671,0,22,11,16,204 0 255,2
672,0,22,12,16,204 0 255,0
673,0,22,13,16,204 0 255,0
674,0,22,14,16,204 0 255,0
675,0,22,15,16,204 0 255,0
676,0,22,16,16,204 0 255,0
677,0,22,17,16,204 0 255,0
678,0,22,18,16,204 0 255,0
679,0,22,19,16,204 0 255,0
680,0,22,20,16,204 0 255,0
681,0,22,21,16,204 0 255,0
682,0,22,22,16,204 0 255,0
683,0,22,23,16,204 0 255,2
684,0,22,24,1,255 76 0,2
685,0,22,25,1,255 76 0,0
686,0,22,26,1,255 76 0,0
687,0,22,27,1,255 76 0,0
688,0,22,28,1,255 76 0,0
689,0,22,29,1,255 76 0,1
690,0,23,0,11,0 178 255,0
691,0,23,1,11,0 178 255,0
692,0,23,2,11,0 178 255,0
693,0,23,3,11,0 178 255,0
694,0,23,4,11,0 178 255,0
695,0,23,5,11,0 178 255,0
696,0,23,6,11,0 178 255,0
697,0,23,7,11,0 178 255,0
698,0,23,8,11,0 178 255,0
699,0,23,9,11,0 178 255,0
700,0,23,10,11,0 178 255,0
701,0,23,11,11,0 178 255,2
702,0,23,12,16,204 0 255,2
703,0,23,13,16,204 0 255,0
704,0,23,14,16,204 0 255,0
705,0,23,15,16,204 0 255,0
706,0,23,16,16,204 0 255,0
707,0,23,17,16,204 0 255,0
708,0,23,18,16,204 0 255,0
709,0,23,19,16,204 0 255,0
710,0,23,20,16,204 0 255,0
711,0,23,21,16,204 0 255,0
712,0,23,22,16,204 0 255,2
713,0,23,23,1,255 76 0,2
714,0,23,24,1,255 76 0,0
715,0,23,25,1,255 76 0,0
716,0,23,26,1,255 76 0,0
717,0,23,27,1,255 76 0,0
718,0,23,28,1,255 76 0,0
719,0,23,29,1,255 76 0,1
720,0,24,0,11,0 178 255,0
721,0,24,1,11,0 178 255,0
722,0,24,2,11,0 178 255,0
723,0,24,3,11,0 178 255,0
724,0,24,4,11,0 178 255,0
725,0,24,5,11,0 178 255,0
726,0,24,6,11,0 178 255,0
727,0,24,7,11,0 178 255,0
728,0,24,8,11,0 178 255,0
729,0,24,9,11,0 178 255,0
730,0,24,10,11,0 178 255,0
731,0,24,11,11,0 178 255,0
732,0,24,12,11,0 178 255,2
733,0,24,13,16,204 0 255,2
734,0,24,14,16,204 0 255,0
735,0,24,15,16,204 0 255,0
736,0,24,16,16,204 0 255,0
737,0,24,17,16,204 0 255,0
738,0,24,18,16,204 0 255,0
739,0,24,19,16,204 0 255,0
740,0,24,20,16,204 0 255,0
741,0,24,21,16,204 0 255,2
742,0,24,22,1,255 76 0,2
743,0,24,23,1,255 76 0,0
744,0,24,24,1,255 76 0,0
745,0,24,25,1,255 76 0,0
746,0,24,26,1,255 76 0,0
747,0,24,27,1,255 76 0,0
748,0,24,28,1,255 76 0,0
749,0,24,29,1,255 76 0,1
750,0,25,0,11,0 178 255,0
751,0,25,1,11,0 178 255,0
752,0,25,2,11,0 178 255,0
753,0,25,3,11,0 178 255,0
754,0,25,4,11,0 178 255,0
755,0,25,5,11,0 178 255,0
756,0,25,6,11,0 178 255,0
757,0,25,7,11,0 178 255,0
758,0,25,8,11,0 178 255,0
759,0,25,9,11,0 178 255,0
760,0,25,10,11,0 178 255,0
761,0,25,11,11,0 178 255,0
762,0,25,12,11,0 178 255,0
763,0,25,13,11,0 178 255,2
764,0,25,14,16,204 0 255,2
765,0,25,15,16,204 0 255,0
766,0,25,16,16,204 0 255,0
767,0,25,17,16,204 0 255,0
768,0,25,18,16,204 0 255,0
769,0,25,19,16,204 0 255,0
