id,x,y,z,grainId,colorRGB,energy
680,0,13,30,17,0 152 255,9
681,0,13,31,17,0 152 255,3
682,0,13,32,17,0 152 255,0
683,0,13,33,17,0 152 255,0
684,0,13,34,17,0 152 255,0
685,0,13,35,17,0 152 255,0
686,0,13,36,17,0 152 255,0
687,0,13,37,17,0 152 255,0
688,0,13,38,17,0 152 255,0
689,0,13,39,17,0 152 255,0
690,0,13,40,17,0 152 255,0
691,0,13,41,17,0 152 255,3
692,0,13,42,17,0 152 255,9
693,0,13,43,14,0 255 203,10
694,0,13,44,14,0 255 203,5
695,0,13,45,14,0 255 203,3
696,0,13,46,14,0 255 203,3
697,0,13,47,14,0 255 203,5
698,0,13,48,14,0 255 203,13
699,0,13,49,8,101 255 0,9
700,0,14,0,8,101 255 0,0
701,0,14,1,8,101 255 0,0
702,0,14,2,8,101 255 0,0
703,0,14,3,8,101 255 0,0
704,0,14,4,8,101 255 0,0
705,0,14,5,8,101 255 0,3
706,0,14,6,8,101 255 0,12
707,0,14,7,24,204 0 255,13
708,0,14,8,24,204 0 255,14
709,0,14,9,22,102 0 255,7
710,0,14,10,22,102 0 255,2
711,0,14,11,22,102 0 255,0
712,0,14,12,22,102 0 255,0
713,0,14,13,22,102 0 255,0
714,0,14,14,22,102 0 255,0
715,0,14,15,22,102 0 255,0
716,0,14,16,22,102 0 255,3
717,0,14,17,22,102 0 255,9
718,0,14,18,27,255 0 152,9
719,0,14,19,27,255 0 152,3
720,0,14,20,27,255 0 152,0
721,0,14,21,27,255 0 152,0
722,0,14,22,27,255 0 152,0
723,0,14,23,27,255 0 152,0
724,0,14,24,27,255 0 152,0
725,0,14,25,27,255 0 152,0
726,0,14,26,27,255 0 152,0
727,0,14,27,27,255 0 152,3
728,0,14,28,27,255 0 152,9
729,0,14,29,17,0 152 255,9
730,0,14,30,17,0 152 255,3
731,0,14,31,17,0 152 255,0
732,0,14,32,17,0 152 255,0
733,0,14,33,17,0 152 255,0
734,0,14,34,17,0 152 255,0
735,0,14,35,17,0 152 255,0
736,0,14,36,17,0 152 255,0
737,0,14,37,17,0 152 255,0
738,0,14,38,17,0 152 255,0
739,0,14,39,17,0 152 255,0
740,0,14,40,17,0 152 255,3
741,0,14,41,17,0 152 255,9
742,0,14,42,14,0 255 203,9
743,0,14,43,14,0 255 203,3
744,0,14,44,14,0 255 203,0
745,0,14,45,14,0 255 203,0
746,0,14,46,14,0 255 203,0
747,0,14,47,14,0 255 203,0
748,0,14,48,14,0 255 203,9
749,0,14,49,8,101 255 0,9
750,0,15,0,8,101 255 0,0
751,0,15,1,8,101 255 0,0
752,0,15,2,8,101 255 0,0
753,0,15,3,8,101 255 0,0
754,0,15,4,8,101 255 0,3
755,0,15,5,8,101 255 0,9
756,0,15,6,24,204 0 255,9
757,0,15,7,24,204 0 255,4
758,0,15,8,24,204 0 255,6
759,0,15,9,24,204 0 255,15
760,0,15,10,22,102 0 255,11
761,0,15,11,22,102 0 255,9
762,0,15,12,22,102 0 255,9
763,0,15,13,22,102 0 255,9
764,0,15,14,22,102 0 255,9
